Serial,Symbol,Company Name,Screener Stock Symbol,Screener Stock Url
784,PRAKASH,Prakash Industries Limited,PRAKASH,https://www.screener.in/company/PRAKASH/
785,DELTACORP,Delta Corp Limited,DELTACORP,https://www.screener.in/company/DELTACORP/consolidated/
786,RAJRATAN,Rajratan Global Wire Limited,RAJRATAN,https://www.screener.in/company/RAJRATAN/consolidated/
787,IDEAFORGE,Ideaforge Technology Limited,IDEAFORGE,https://www.screener.in/company/IDEAFORGE/consolidated/
788,MAHLOG,Mahindra Logistics Limited,MAHLOG,https://www.screener.in/company/MAHLOG/consolidated/
789,PFOCUS,Prime Focus Limited,PFOCUS,https://www.screener.in/company/PFOCUS/consolidated/
790,GREAVESCOT,Greaves Cotton Limited,GREAVESCOT,https://www.screener.in/company/GREAVESCOT/consolidated/
791,DOLLAR,Dollar Industries Limited,DOLLAR,https://www.screener.in/company/DOLLAR/
792,UFLEX,UFLEX Limited,UFLEX,https://www.screener.in/company/UFLEX/consolidated/
793,UNITECH,Unitech Limited,UNITECH,https://www.screener.in/company/UNITECH/consolidated/
794,BFUTILITIE,BF Utilities Limited,BFUTILITIE,https://www.screener.in/company/BFUTILITIE/
795,SHARDACROP,Sharda Cropchem Limited,SHARDACROP,https://www.screener.in/company/SHARDACROP/consolidated/
796,BANARISUG,Bannari Amman Sugars Limited,BANARISUG,https://www.screener.in/company/BANARISUG/
797,SEQUENT,Sequent Scientific Limited,SEQUENT,https://www.screener.in/company/SEQUENT/consolidated/
798,GREENPLY,Greenply Industries Limited,GREENPLY,https://www.screener.in/company/GREENPLY/consolidated/
799,MAITHANALL,Maithan Alloys Limited,MAITHANALL,https://www.screener.in/company/MAITHANALL/consolidated/
800,SHK,S H Kelkar and Company Limited,SHK,https://www.screener.in/company/SHK/consolidated/
801,SUNCLAY,Sundaram Clayton Limited,SUNCLAY,https://www.screener.in/company/SUNCLAY/consolidated/
802,GUFICBIO,Gufic Biosciences Limited,GUFICBIO,https://www.screener.in/company/GUFICBIO/
804,DIACABS,Diamond Power Infrastructure Limited,DIACABS,https://www.screener.in/company/DIACABS/consolidated/
805,ESAFSFB,ESAF Small Finance Bank Limited,ESAFSFB,https://www.screener.in/company/ESAFSFB/
806,VSTTILLERS,V.S.T Tillers Tractors Limited,VSTTILLERS,https://www.screener.in/company/VSTTILLERS/
807,HLEGLAS,HLE Glascoat Limited,HLEGLAS,https://www.screener.in/company/HLEGLAS/consolidated/
808,BCG,Brightcom Group Limited,BCG,https://www.screener.in/company/BCG/consolidated/
809,GOODLUCK,Goodluck India Limited,GOODLUCK,https://www.screener.in/company/GOODLUCK/consolidated/
810,SWARAJENG,Swaraj Engines Limited,SWARAJENG,https://www.screener.in/company/SWARAJENG/
811,SEAMECLTD,Seamec Limited,SEAMECLTD,https://www.screener.in/company/SEAMECLTD/consolidated/
812,SMLISUZU,SML Isuzu Limited,SMLISUZU,https://www.screener.in/company/SMLISUZU/
813,ASHIANA,Ashiana Housing Limited,ASHIANA,https://www.screener.in/company/ASHIANA/consolidated/
814,DALMIASUG,Dalmia Bharat Sugar and Industries Limited,DALMIASUG,https://www.screener.in/company/DALMIASUG/consolidated/
815,HINDWAREAP,Hindware Home Innovation Limited,HINDWAREAP,https://www.screener.in/company/HINDWAREAP/consolidated/
816,SAGCEM,Sagar Cements Limited,SAGCEM,https://www.screener.in/company/SAGCEM/consolidated/
817,SAKSOFT,Saksoft Limited,SAKSOFT,https://www.screener.in/company/SAKSOFT/consolidated/
818,APOLLO,Apollo Micro Systems Limited,APOLLOHOSP,https://www.screener.in/company/APOLLOHOSP/consolidated/
819,SUPRIYA,Supriya Lifescience Limited,SUPRIYA,https://www.screener.in/company/SUPRIYA/
820,AUTOAXLES,Automotive Axles Limited,AUTOAXLES,https://www.screener.in/company/AUTOAXLES/
821,STYLAMIND,Stylam Industries Limited,STYLAMIND,https://www.screener.in/company/STYLAMIND/
822,FLAIR,Flair Writing Industries Limited,FLAIR,https://www.screener.in/company/FLAIR/
823,VINDHYATEL,Vindhya Telelinks Limited,VINDHYATEL,https://www.screener.in/company/VINDHYATEL/consolidated/
824,CARYSIL,CARYSIL LIMITED,CARYSIL,https://www.screener.in/company/CARYSIL/consolidated/
825,THEJO,Thejo Engineering Limited,THEJO,https://www.screener.in/company/THEJO/consolidated/
826,MPSLTD,MPS Limited,MPSLTD,https://www.screener.in/company/MPSLTD/consolidated/
827,MARATHON,Marathon Nextgen Realty Limited,MARATHON,https://www.screener.in/company/MARATHON/consolidated/
828,ISMTLTD,ISMT Limited,ISMTLTD,https://www.screener.in/company/ISMTLTD/consolidated/
829,FILATEX,Filatex India Limited,FILATEX,https://www.screener.in/company/FILATEX/
830,NRBBEARING,NRB Bearing Limited,NRBBEARING,https://www.screener.in/company/NRBBEARING/consolidated/
831,JCHAC,Johnson Controls - Hitachi Air Conditioning India Limited,JCHAC,https://www.screener.in/company/JCHAC/
832,MOLDTKPAC,Mold-Tek Packaging Limited,MOLDTKPAC,https://www.screener.in/company/MOLDTKPAC/
833,DREAMFOLKS,Dreamfolks Services Limited,DREAMFOLKS,https://www.screener.in/company/DREAMFOLKS/consolidated/
834,GMRP&UI,GMR Power and Urban Infra Limited,GMRP&UI,https://www.screener.in/company/GMRP&UI/consolidated/
835,SHALBY,Shalby Limited,SHALBY,https://www.screener.in/company/SHALBY/consolidated/
836,INNOVACAP,Innova Captab Limited,INNOVACAP,https://www.screener.in/company/INNOVACAP/consolidated/
837,PFS,PTC India Financial Services Limited,PFS,https://www.screener.in/company/PFS/
838,AJMERA,Ajmera Realty & Infra India Limited,AJMERA,https://www.screener.in/company/AJMERA/consolidated/
839,HMAAGRO,HMA Agro Industries Limited,HMAAGRO,https://www.screener.in/company/HMAAGRO/consolidated/
840,NILKAMAL,Nilkamal Limited,NILKAMAL,https://www.screener.in/company/NILKAMAL/consolidated/
841,RPGLIFE,RPG Life Sciences Limited,RPGLIFE,https://www.screener.in/company/RPGLIFE/
842,TATVA,Tatva Chintan Pharma Chem Limited,TATVA,https://www.screener.in/company/TATVA/consolidated/
843,STYRENIX,Styrenix Performance Materials Limited,STYRENIX,https://www.screener.in/company/STYRENIX/
844,QUICKHEAL,Quick Heal Technologies Limited,QUICKHEAL,https://www.screener.in/company/QUICKHEAL/consolidated/
845,ACCELYA,Accelya Solutions India Limited,ACCELYA,https://www.screener.in/company/ACCELYA/consolidated/
846,REPCOHOME,Repco Home Finance Limited,REPCOHOME,https://www.screener.in/company/REPCOHOME/
847,PCJEWELLER,PC Jeweller Limited,PCJEWELLER,https://www.screener.in/company/PCJEWELLER/consolidated/
848,APOLLOPIPE,Apollo Pipes Limited,APOLLOPIPE,https://www.screener.in/company/APOLLOPIPE/
849,GANECOS,Ganesha Ecosphere Limited,GANECOS,https://www.screener.in/company/GANECOS/consolidated/
850,PARAGMILK,Parag Milk Foods Limited,PARAGMILK,https://www.screener.in/company/PARAGMILK/consolidated/
851,BAJEL,Bajel Projects Limited,BAJEL,https://www.screener.in/company/BAJEL/
852,PSPPROJECT,PSP Projects Limited,PSPPROJECT,https://www.screener.in/company/PSPPROJECT/
853,GIPCL,Gujarat Industries Power Company Limited,GIPCL,https://www.screener.in/company/GIPCL/
854,XPROINDIA,Xpro India Limited,XPROINDIA,https://www.screener.in/company/XPROINDIA/consolidated/
855,PITTIENG,Pitti Engineering Limited,PITTIENG,https://www.screener.in/company/PITTIENG/
856,SHAKTIPUMP,Shakti Pumps (India) Limited,SHAKTIPUMP,https://www.screener.in/company/SHAKTIPUMP/consolidated/
857,TIDEWATER,Tide Water Oil Company (India) Limited,TIDEWATER,https://www.screener.in/company/TIDEWATER/consolidated/
858,SHAILY,Shaily Engineering Plastics Limited,SHAILY,https://www.screener.in/company/SHAILY/consolidated/
859,EVEREADY,Eveready Industries India Limited,EVEREADY,https://www.screener.in/company/EVEREADY/consolidated/
860,CONFIPET,Confidence Petroleum India Limited,CONFIPET,https://www.screener.in/company/CONFIPET/consolidated/
861,POLYPLEX,Polyplex Corporation Limited,POLYPLEX,https://www.screener.in/company/POLYPLEX/consolidated/
862,TAJGVK,Taj GVK Hotels & Resorts Limited,TAJGVK,https://www.screener.in/company/TAJGVK/consolidated/
863,TIRUMALCHM,Thirumalai Chemicals Limited,TIRUMALCHM,https://www.screener.in/company/TIRUMALCHM/consolidated/
864,SPECTRUM,Spectrum Electrical Industries Limited,SPECTRUM,https://www.screener.in/company/SPECTRUM/consolidated/
865,PARAS,Paras Defence and Space Technologies Limited,PARAS,https://www.screener.in/company/PARAS/consolidated/
866,EXICOM,Exicom Tele-Systems Limited,EXICOM,https://www.screener.in/company/EXICOM/
867,PGIL,Pearl Global Industries Limited,PGIL,https://www.screener.in/company/PGIL/consolidated/
868,MANORAMA,Manorama Industries Limited,MANORAMA,https://www.screener.in/company/MANORAMA/
869,SOMANYCERA,Somany Ceramics Limited,SOMANYCERA,https://www.screener.in/company/SOMANYCERA/consolidated/
870,KINGFA,Kingfa Science & Technology (India) Limited,KINGFA,https://www.screener.in/company/KINGFA/
871,FINOPB,Fino Payments Bank Limited,FINOPB,https://www.screener.in/company/FINOPB/
872,UNIPARTS,Uniparts India Limited,UNIPARTS,https://www.screener.in/company/UNIPARTS/consolidated/
873,INDOSTAR,IndoStar Capital Finance Limited,INDOSTAR,https://www.screener.in/company/INDOSTAR/consolidated/
874,DIVGIITTS,Divgi Torqtransfer Systems Limited,DIVGIITTS,https://www.screener.in/company/DIVGIITTS/
875,HINDOILEXP,Hindustan Oil Exploration Company Limited,HINDOILEXP,https://www.screener.in/company/HINDOILEXP/consolidated/
876,SEPC,SEPC Limited,SEPC,https://www.screener.in/company/SEPC/consolidated/
877,INDIAGLYCO,India Glycols Limited,INDIAGLYCO,https://www.screener.in/company/INDIAGLYCO/consolidated/
878,IPL,India Pesticides Limited,IPL,https://www.screener.in/company/IPL/
879,GENESYS,Genesys International Corporation Limited,GENESYS,https://www.screener.in/company/GENESYS/consolidated/
880,SANGHIIND,Sanghi Industries Limited,SANGHIIND,https://www.screener.in/company/SANGHIIND/
881,BSHSL,Bombay Super Hybrid Seeds Limited,BSHSL,https://www.screener.in/company/BSHSL/
882,SATIN,Satin Creditcare Network Limited,SATIN,https://www.screener.in/company/SATIN/consolidated/
883,AXISCADES,AXISCADES Technologies Limited,AXISCADES,https://www.screener.in/company/AXISCADES/consolidated/
884,ARTEMISMED,Artemis Medicare Services Limited,ARTEMISMED,https://www.screener.in/company/ARTEMISMED/
885,SASKEN,Sasken Technologies Limited,SASKEN,https://www.screener.in/company/SASKEN/consolidated/
886,EIHAHOTELS,EIH Associated Hotels Limited,EIHAHOTELS,https://www.screener.in/company/EIHAHOTELS/
887,DHANI,Dhani Services Limited,DHANI,https://www.screener.in/company/DHANI/consolidated/
888,PRECWIRE,Precision Wires India Limited,PRECWIRE,https://www.screener.in/company/PRECWIRE/
889,VIDHIING,Vidhi Specialty Food Ingredients Limited,VIDHIING,https://www.screener.in/company/VIDHIING/
890,APCOTEXIND,Apcotex Industries Limited,APCOTEXIND,https://www.screener.in/company/APCOTEXIND/
891,HUHTAMAKI,Huhtamaki India Limited,HUHTAMAKI,https://www.screener.in/company/HUHTAMAKI/
892,LUMAXIND,Lumax Industries Limited,LUMAXIND,https://www.screener.in/company/LUMAXIND/consolidated/
893,GOCLCORP,GOCL Corporation Limited,GOCLCORP,https://www.screener.in/company/GOCLCORP/consolidated/
894,WENDT,Wendt (India) Limited,WENDT,https://www.screener.in/company/WENDT/consolidated/
895,DEN,Den Networks Limited,DEN,https://www.screener.in/company/DEN/consolidated/
896,YATRA,Yatra Online Limited,YATRA,https://www.screener.in/company/YATRA/consolidated/
897,HONDAPOWER,Honda India Power Products Limited,HONDAPOWER,https://www.screener.in/company/HONDAPOWER/
898,KCP,KCP Limited,KCPSUGIND,https://www.screener.in/company/KCPSUGIND/consolidated/
899,EMSLIMITED,EMS Limited,EMSLIMITED,https://www.screener.in/company/EMSLIMITED/consolidated/
900,JAGRAN,Jagran Prakashan Limited,JAGRAN,https://www.screener.in/company/JAGRAN/consolidated/
901,SANGAMIND,Sangam (India) Limited,SANGAMIND,https://www.screener.in/company/SANGAMIND/
903,CAPACITE,Capacit'e Infraprojects Limited,CAPACITE,https://www.screener.in/company/CAPACITE/consolidated/
904,NPST,Network People Services Technologies Limited,NPST,https://www.screener.in/company/NPST/consolidated/
905,SUVEN,Suven Life Sciences Limited,SUVENPHAR,https://www.screener.in/company/SUVENPHAR/consolidated/
906,MANINDS,Man Industries (India) Limited,MANINDS,https://www.screener.in/company/MANINDS/consolidated/
907,DIAMONDYD,Prataap Snacks Limited,DIAMONDYD,https://www.screener.in/company/DIAMONDYD/
908,CENTUM,Centum Electronics Limited,CENTUM,https://www.screener.in/company/CENTUM/consolidated/
909,VENKEYS,Venky's (India) Limited,VENKEYS,https://www.screener.in/company/VENKEYS/
910,IKIO,IKIO Lighting Limited,IKIO,https://www.screener.in/company/IKIO/consolidated/
911,TCNSBRANDS,TCNS Clothing Co. Limited,TCNSBRANDS,https://www.screener.in/company/TCNSBRANDS/
912,OPTIEMUS,Optiemus Infracom Limited,OPTIEMUS,https://www.screener.in/company/OPTIEMUS/consolidated/
913,MOREPENLAB,Morepen Laboratories Limited,MOREPENLAB,https://www.screener.in/company/MOREPENLAB/consolidated/
914,MUKANDLTD,Mukand Limited,MUKANDLTD,https://www.screener.in/company/MUKANDLTD/consolidated/
915,UDS,Updater Services Limited,UDS,https://www.screener.in/company/UDS/consolidated/
916,ALEMBICLTD,Alembic Limited,ALEMBICLTD,https://www.screener.in/company/ALEMBICLTD/consolidated/
917,RAMASTEEL,Rama Steel Tubes Limited,RAMASTEEL,https://www.screener.in/company/RAMASTEEL/consolidated/
918,IOLCP,IOL Chemicals and Pharmaceuticals Limited,IOLCP,https://www.screener.in/company/IOLCP/
919,MBAPL,Madhya Bharat Agro Products Limited,MBAPL,https://www.screener.in/company/MBAPL/
920,MMFL,MM Forgings Limited,MMFL,https://www.screener.in/company/MMFL/
921,VAKRANGEE,Vakrangee Limited,VAKRANGEE,https://www.screener.in/company/VAKRANGEE/consolidated/
922,TARSONS,Tarsons Products Limited,TARSONS,https://www.screener.in/company/TARSONS/consolidated/
923,ASTEC,Astec LifeSciences Limited,ASTEC,https://www.screener.in/company/ASTEC/consolidated/
924,JSLL,Jeena Sikho Lifecare Limited,JSLL,https://www.screener.in/company/JSLL/
925,VISHNU,Vishnu Chemicals Limited,VISHNU,https://www.screener.in/company/VISHNU/consolidated/
926,TTKHLTCARE,TTK Healthcare Limited,TTKHLTCARE,https://www.screener.in/company/TTKHLTCARE/
927,MTNL,Mahanagar Telephone Nigam Limited,MTNL,https://www.screener.in/company/MTNL/consolidated/
928,RPTECH,Rashi Peripherals Limited,RPTECH,https://www.screener.in/company/RPTECH/consolidated/
929,RPSGVENT,RPSG VENTURES LIMITED,RPSGVENT,https://www.screener.in/company/RPSGVENT/consolidated/
930,ORIENTHOT,Oriental Hotels Limited,ORIENTHOT,https://www.screener.in/company/ORIENTHOT/consolidated/
931,GTLINFRA,GTL Infrastructure Limited,GTLINFRA,https://www.screener.in/company/GTLINFRA/
932,WEBELSOLAR,Websol Energy System Limited,WEBELSOLAR,https://www.screener.in/company/WEBELSOLAR/
933,JASH,Jash Engineering Limited,JASH,https://www.screener.in/company/JASH/consolidated/
934,UGROCAP,Ugro Capital Limited,UGROCAP,https://www.screener.in/company/UGROCAP/
935,SDBL,Som Distilleries & Breweries Limited,SDBL,https://www.screener.in/company/SDBL/consolidated/
936,HPL,HPL Electric & Power Limited,HPL,https://www.screener.in/company/HPL/consolidated/
937,TCPLPACK,TCPL Packaging Limited,TCPLPACK,https://www.screener.in/company/TCPLPACK/
938,ADFFOODS,ADF Foods Limited,ADFFOODS,https://www.screener.in/company/ADFFOODS/consolidated/
939,HMT,HMT Limited,HMT,https://www.screener.in/company/HMT/consolidated/
940,MOL,Meghmani Organics Limited,MOLDTKPAC,https://www.screener.in/company/MOLDTKPAC/
941,MUFIN,Mufin Green Finance Limited,MUFIN,https://www.screener.in/company/MUFIN/
942,THEMISMED,Themis Medicare Limited,THEMISMED,https://www.screener.in/company/THEMISMED/consolidated/
943,PANAMAPET,Panama Petrochem Limited,PANAMAPET,https://www.screener.in/company/PANAMAPET/consolidated/
944,MANGLMCEM,Mangalam Cement Limited,MANGLMCEM,https://www.screener.in/company/MANGLMCEM/
945,SIGNPOST,Signpost India Limited,SIGNPOST,https://www.screener.in/company/SIGNPOST/consolidated/
946,HITECH,Hi-Tech Pipes Limited,HITECHCORP,https://www.screener.in/company/HITECHCORP/
947,MAYURUNIQ,Mayur Uniquoters Ltd,MAYURUNIQ,https://www.screener.in/company/MAYURUNIQ/
948,SIYSIL,Siyaram Silk Mills Limited,SIYSIL,https://www.screener.in/company/SIYSIL/
949,JINDALPOLY,Jindal Poly Films Limited,JINDALPOLY,https://www.screener.in/company/JINDALPOLY/consolidated/
950,KRSNAA,Krsnaa Diagnostics Limited,KRSNAA,https://www.screener.in/company/KRSNAA/
951,DEEPINDS,Deep Industries Limited,DEEPINDS,https://www.screener.in/company/DEEPINDS/consolidated/
952,PNBGILTS,PNB Gilts Limited,PNBGILTS,https://www.screener.in/company/PNBGILTS/
953,HIL,HIL Limited,HIL,https://www.screener.in/company/HIL/consolidated/
954,RICOAUTO,Rico Auto Industries Limited,RICOAUTO,https://www.screener.in/company/RICOAUTO/consolidated/
955,BFINVEST,BF Investment Limited,BFINVEST,https://www.screener.in/company/BFINVEST/consolidated/
957,IFGLEXPOR,IFGL Refractories Limited,IFGLEXPOR,https://www.screener.in/company/IFGLEXPOR/consolidated/
958,BARBEQUE,Barbeque Nation Hospitality Limited,BARBEQUE,https://www.screener.in/company/BARBEQUE/consolidated/
959,ANDHRAPAP,ANDHRA PAPER LIMITED,ANDHRAPAP,https://www.screener.in/company/ANDHRAPAP/
960,IRMENERGY,IRM Energy Limited,IRMENERGY,https://www.screener.in/company/IRMENERGY/consolidated/
961,RIIL,Reliance Industrial Infrastructure Limited,RIIL,https://www.screener.in/company/RIIL/
962,SHRIRAMPPS,Shriram Properties Limited,SHRIRAMPPS,https://www.screener.in/company/SHRIRAMPPS/consolidated/
963,GLOBUSSPR,Globus Spirits Limited,GLOBUSSPR,https://www.screener.in/company/GLOBUSSPR/
964,DREDGECORP,Dredging Corporation of India Limited,DREDGECORP,https://www.screener.in/company/DREDGECORP/
965,RUPA,Rupa & Company Limited,RUPA,https://www.screener.in/company/RUPA/consolidated/
966,SJS,S.J.S. Enterprises Limited,SJS,https://www.screener.in/company/SJS/consolidated/
967,PARACABLES,Paramount Communications Limited,PARACABLES,https://www.screener.in/company/PARACABLES/consolidated/
968,EXPLEOSOL,Expleo Solutions Limited,EXPLEOSOL,https://www.screener.in/company/EXPLEOSOL/consolidated/
969,PRECAM,Precision Camshafts Limited,PRECAM,https://www.screener.in/company/PRECAM/consolidated/
970,BHARATWIRE,Bharat Wire Ropes Limited,BHARATWIRE,https://www.screener.in/company/BHARATWIRE/
971,GTPL,GTPL Hathway Limited,GTPL,https://www.screener.in/company/GTPL/consolidated/
972,VPRPL,Vishnu Prakash R Punglia Limited,VPRPL,https://www.screener.in/company/VPRPL/
973,ADORWELD,Ador Welding Limited,ADORWELD,https://www.screener.in/company/ADORWELD/
974,DPABHUSHAN,D. P. Abhushan Limited,DPABHUSHAN,https://www.screener.in/company/DPABHUSHAN/
975,FOSECOIND,Foseco India Limited,FOSECOIND,https://www.screener.in/company/FOSECOIND/
976,SCILAL,Shipping Corporation of India Land and Assets Limited,SCILAL,https://www.screener.in/company/SCILAL/
977,SESHAPAPER,Seshasayee Paper and Boards Limited,SESHAPAPER,https://www.screener.in/company/SESHAPAPER/
978,JINDRILL,Jindal Drilling And Industries Limited,JINDRILL,https://www.screener.in/company/JINDRILL/consolidated/
979,YASHO,Yasho Industries Limited,YASHO,https://www.screener.in/company/YASHO/consolidated/
980,GREENPOWER,Orient Green Power Company Limited,GREENPOWER,https://www.screener.in/company/GREENPOWER/consolidated/
